,feature_name,nlog_p_0,nlog_p_1,nlog_p_2,nlog_p_3,nlog_p_4,nlog_p_5
132,P4:4784,21.008209599730527,0.37699414718263347,9.40619296357532,7.642303427449796,0.12435585023323102,4.054476128635909
133,P4:4785,19.04331919813296,0.0766522295967781,11.337470592944277,8.736661395092895,0.1237102888411014,3.454411068865523
134,P4:4787,2.9193346961453486,0.4796085956636347,8.45314295782035,6.510345103859479,0.031874927519662595,1.1884709384172993
135,P4:4788,2.937744866787511,0.14821315081270695,10.770450573938131,8.040500840586116,0.1261260462134362,0.895658656225192
136,P4:4790,24.71841630006534,0.6243806441065467,7.686547286983484,6.214244233607432,0.10341911963936828,4.92265777643436
137,P4:4791,23.370369050757702,0.3117304298767874,10.321501564779302,7.828854076113683,0.04334387798543481,4.535835145073876
138,P4:4794,23.510798050473657,0.2928049551136188,7.5915117866463895,5.79077874331217,0.01947480797672309,4.457350217237575
139,P4:4850,0.8498696173539645,0.07473041965504433,12.784466066016885,9.907277825676353,0.06701324562522823,0.0724674708947643
140,P4:4851,0.8626756423779299,0.08315775981546869,12.773964804369571,9.901287817264075,0.056876961247013004,0.06616659238997086
141,P4:4853,6.208275668108643,0.11558308957540951,12.579539707756695,9.907402498268278,0.30400177502003256,1.0236661744844084
142,P4:4854,5.13582688126807,0.057095046419719034,12.365055221746312,9.650536699195994,0.1664319433363193,0.7173394483725452
143,P4:4856,8.782877880566604,0.21534877409355568,9.343974364357019,7.431213856310303,0.3956207787326487,1.7699197493650118
144,P4:4857,7.595506125457752,0.03485254215774708,9.395023902961473,7.366050421598376,0.21059204529355205,1.3199531089159655
145,P4:4859,1.600100169715789,0.06846043449421324,13.547071286397914,10.484477844518118,0.03847682625429366,0.2055149589365978
146,P4:4860,1.5008540730654687,0.019529406130440775,13.90970470555374,10.68182343013643,0.006902976387952077,0.13190389936822133
147,P4:4862,17.8929998329291,0.608389650602429,12.646695948120088,9.48847193766678,0.0755959019320589,3.246608530057074
148,P4:4863,15.072308558604027,0.267570485985845,14.200807887158343,10.287876794418331,0.0578049222385696,2.5640282768993554
149,P4:4865,21.309210275029393,0.7270992823576378,9.031624163513367,6.682847007098628,0.0761286607154851,4.073979674230212
150,P4:4866,19.377749084462312,0.3718941245072696,10.665695365231276,7.4946696472251,0.07096680616511095,3.5650064842288605
151,P4:4868,2.9193346961453486,0.4796085956636347,8.45314295782035,6.510345103859479,0.031874927519662595,1.1884709384172993
152,P4:4869,2.937744866787511,0.14821315081270695,10.770450573938131,8.040500840586116,0.1261260462134362,0.895658656225192
153,P4:4871,24.482786858947506,1.0929312270499005,7.236976750249698,5.061385725900507,0.14270152455988266,4.881626554809199
154,P4:4872,22.57171228518126,0.7762709932750059,9.351429812675455,6.029065839878043,0.07802495707722604,4.513763658303222
155,P4:4875,22.625802837397423,0.7869506370682382,6.834850543896969,4.24304005892538,0.0563461562362833,4.434283468004513
156,P4:505,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
157,P4:506,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
158,P4:514,0.5444079090919591,0.6690002057308196,9.137251080116565,6.766501602254386,0.531003645913066,0.7057101041993219
159,P4:515,0.5444079090919591,0.6690002057308196,9.137251080116565,6.766501602254386,0.531003645913066,0.7057101041993219
160,P4:5223,0.7432775547575334,0.0956001912585181,12.612002164953854,9.73553680057782,0.09536438489364038,0.09582853044395209
161,P4:5224,0.7554169412291345,0.10437685133982166,12.601804908157206,9.729849325772953,0.08466085313982906,0.08923756812217831
162,P4:5226,5.261592298829383,0.12874662849637356,12.783953686625864,10.190644637534675,0.20592008789401686,0.9492259818699881
163,P4:5227,4.155600268616938,0.03619903596041707,12.565034968159027,9.789637439187215,0.07981111397860403,0.5975749568866513
164,P4:5229,7.809545931921985,0.26391447558016085,9.755724012610294,7.935722099530218,0.23856640899030082,1.7718040270930755
165,P4:5230,6.387964694851959,0.006454934984358662,9.843600141363499,7.716012405424497,0.06585326845192625,1.1913498558532527
166,P4:5232,1.4357579283009358,0.022732907123438485,13.512769484810416,10.42423132236517,0.11357289210387506,0.1666333162958657
167,P4:5233,1.3052088771094592,0.05733023014492454,13.896321626847245,10.632711884764445,0.07240501695715552,0.08833547638160595
168,P4:5235,15.476131434687355,0.7514349450333571,13.443094223828874,11.38273313112033,0.023895375422514097,3.1884374560847313
169,P4:5236,12.34795167978339,0.3969363050888588,15.439158523130935,12.597602041132037,0.05519695038482409,2.3248783940790863
170,P4:5238,18.767373782212744,0.9694907963606716,9.667531272568134,8.527701805254459,0.07230832773258382,4.139300594077597
171,P4:5239,16.556086659678517,0.6159995314383753,12.0191192265475,10.105822029639336,0.11111378299440285,3.448096964743074
172,P4:5241,2.675669106410709,0.3265209853975203,8.847609207957639,6.804037436607861,0.1157065019084808,1.0561282255324609
173,P4:5242,2.5106494165122357,0.06013716799832585,11.289345299970165,8.415570152788291,0.026045834438520158,0.7209606271080499
174,P4:5244,21.171960630894954,1.3836806732499962,8.007551804500057,7.339026713563107,0.2816464219091383,4.8654321841196415
175,P4:5245,19.70349665596929,1.169407559694683,11.440395550242052,9.905991660640117,0.2526644889394144,4.514804242261427
176,P4:5248,19.955580136394286,1.2769253610189255,8.387776715031492,7.568823188668756,0.28774761723540054,4.557114712851747
177,P4:5304,0.7432775547575334,0.0956001912585181,12.612002164953854,9.73553680057782,0.09536438489364038,0.09582853044395209
178,P4:5305,0.7554169412291345,0.10437685133982166,12.601804908157206,9.729849325772953,0.08466085313982906,0.08923756812217831
179,P4:5307,5.502361401580712,0.17934571302099014,12.804734026492493,10.119413128133663,0.18862865823345779,1.0004207207764224
180,P4:5308,4.392180036990825,0.00490885841509534,12.44594863961908,9.75726737143781,0.06377019986096875,0.650839522093471
181,P4:5310,8.177153481643318,0.3492632553424076,9.744370865077812,7.814542931692054,0.21243689325965787,1.8600346211885384
182,P4:5311,6.795412911156184,0.05385427003592587,9.659404304080574,7.6534755921559405,0.04266174517438975,1.2948725059104687
183,P4:5313,1.4357579283009358,0.022732907123438485,13.512769484810416,10.42423132236517,0.11357289210387506,0.1666333162958657
184,P4:5314,1.3052088771094592,0.05733023014492454,13.896321626847245,10.632711884764445,0.07240501695715552,0.08833547638160595
185,P4:5316,15.553092675071042,0.8737369917416726,13.32137621876094,10.810335481398392,0.03865868909447295,3.1444704611090244
186,P4:5317,12.401781190328894,0.49061404610976334,15.139484227402471,11.888764181768744,0.06550503473200502,2.3242664852786556
187,P4:5319,18.762944615019382,1.129617780792812,9.544070964099562,7.919126730179016,0.09119857626551106,4.05349288636084
188,P4:5320,16.4677442759676,0.7538693451214018,11.647289883996537,9.249427718802115,0.12453495754986259,3.4082177821550586
189,P4:5322,2.675669106410709,0.3265209853975203,8.847609207957639,6.804037436607861,0.1157065019084808,1.0561282255324609
190,P4:5323,2.5106494165122357,0.06013716799832585,11.289345299970165,8.415570152788291,0.026045834438520158,0.7209606271080499
191,P4:5325,20.946001107825563,1.5431196058878194,7.941800048348099,6.675757522126274,0.29676786630732926,4.664504044638091
192,P4:5326,19.166312716108678,1.335848534065639,11.19171105616189,8.779025359585056,0.24885168344910918,4.305515824923565
193,P4:5329,19.318584812376326,1.458606783801451,8.193079380991314,6.523299012707648,0.28216568832500993,4.3183136286816355
194,P4:5466,0.7990315046048375,0.05595913840926264,12.28776301109126,9.567886926058826,0.10009233985524033,0.09005823288465795
195,P4:5467,0.8111680386050535,0.06390614009043567,12.277043046182794,9.561634654320384,0.08958844871767593,0.08370472726094345
196,P4:5469,5.960338247828389,0.03775480564887451,12.469698331483938,9.945086213985315,0.33650699360498637,0.9559515193871718
197,P4:5470,4.885805435985077,0.12662242403022653,12.379427884848644,9.646442675830226,0.19718289351715473,0.6531804955611564
198,P4:5472,8.552673899738869,0.08567950866384207,9.363806737791416,7.577341008802681,0.42104961374409233,1.7006135566299958
199,P4:5473,7.317450188454306,0.146255892380608,9.579672889072082,7.465385258869043,0.2347412593617495,1.2412074053277584
200,P4:5475,1.5690662723558202,0.07731372110050559,13.54239692435358,10.532338670970319,0.10207230351719636,0.20254705169096784
201,P4:5476,1.437296307221157,0.003448723502502061,13.906345967534572,10.727496479296098,0.061308359425296964,0.12254395262697597
202,P4:5478,18.067434235632827,0.36954540863267216,12.652183984150332,10.243808395738053,0.11817391872574205,3.300974971447678
203,P4:5479,15.209200079392994,0.08007597925560325,14.480547592685506,11.266873045968488,0.10849281081134046,2.556392658640683
204,P4:5481,21.58514994609992,0.4187051669557397,8.939582518225475,7.36915848364945,0.10248386069844799,4.158498500710675
205,P4:5482,19.799022346470124,0.10609100333321733,10.881816993797468,8.490977882329503,0.11052913228810342,3.6028606432566592
206,P4:5484,2.967999463846453,0.4503020567018636,9.239894439976288,7.1503336596670595,0.07182347716049663,1.2539253025549293
207,P4:5485,2.8296113711579016,0.15885535716347138,11.700663397622732,8.784264431138922,0.018050281261232988,0.9154693389892503
208,P4:5487,24.778616720486294,0.7017457356518114,7.203202684354022,5.959552172602801,0.08907834861675769,5.0484632921830395
209,P4:5488,23.56197789258378,0.38491118802364904,9.77736863197448,7.5712084489604825,0.01779628794584082,4.718241390323835
210,P4:5491,23.812356657542086,0.3676615042799067,6.980645838716366,5.464256771609984,0.015010117943929684,4.651342799006311
211,P4:5505,292.07799189807173,0.706071235860901,12.25621816337829,9.2606793277041,0.08877958549405891,3.3062074592227373
212,P4:5547,0.7990315046048375,0.05595913840926264,12.28776301109126,9.567886926058826,0.10009233985524033,0.09005823288465795
213,P4:5548,0.8111680386050535,0.06390614009043567,12.277043046182794,9.561634654320384,0.08958844871767593,0.08370472726094345
214,P4:5550,6.293658730306201,0.10257886069489518,12.427670563464776,9.81573273569788,0.3110320427120033,0.9817714496075886
215,P4:5551,5.226588070692806,0.066647662050265,12.225244930191085,9.567835549779744,0.17164086180096952,0.6866349643910468
216,P4:5553,9.023971249243617,0.18442138442450148,9.260673797323353,7.377528672817515,0.3809401383633522,1.7339116426391379
217,P4:5554,7.869008543772109,0.05827868476571706,9.338327300900623,7.33174580589173,0.19540653116455176,1.298949347442705
218,P4:5556,1.5690662723558202,0.07731372110050559,13.54239692435358,10.532338670970319,0.10207230351719636,0.20254705169096784
219,P4:5557,1.437296307221157,0.003448723502502061,13.906345967534572,10.727496479296098,0.061308359425296964,0.12254395262697597
220,P4:5559,18.507596081541553,0.6471781113526273,12.285458414294046,9.331683464041452,0.07863088426575286,3.356442572073981
221,P4:5560,15.70478026304407,0.29835158580092036,13.908618187504748,10.187675222987277,0.06834755036571472,2.6783162911971736
222,P4:5562,21.90882030999077,0.7647184671939598,8.571902532392551,6.443751317360569,0.05692937384274644,4.183005994739539
223,P4:5563,20.149546295700276,0.40106829961257634,10.215920891345894,7.280122903748382,0.059556393221811776,3.7161915662947713
224,P4:5565,2.967999463846453,0.4503020567018636,9.239894439976288,7.1503336596670595,0.07182347716049663,1.2539253025549293
225,P4:5566,2.8296113711579016,0.15885535716347138,11.700663397622732,8.784264431138922,0.018050281261232988,0.9154693389892503
226,P4:5568,24.69770537958168,1.1682587439871335,6.819908153925706,4.907519398381122,0.13289738217497102,5.024886773145954
227,P4:5569,22.964556988258423,0.8530151211861017,8.932446859745717,5.919222092774693,0.05789802845002596,4.710739982492981
228,P4:5572,23.128906416365105,0.8660606308509561,6.339136246728129,4.062661502264044,0.05780102795744565,4.641002575829115
229,P4:577,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
230,P4:579,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
231,P4:580,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
232,P4:583,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
233,P4:584,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
234,P4:732,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
235,P4:733,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
236,P4:779,17.751454523292733,6.366460076451014,0.21563897108957022,0.14807621145955457,0.22143455039218873,1.220179067517428
237,P4:806,18.052866129493726,6.306758377500813,0.2277889007253279,0.13897641002115338,0.17584146905823891,1.1728020021430974
238,P4:813,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
239,P4:814,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
240,P4:817,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
241,P4:822,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
242,P4:823,1.5429239464852621e-15,4.821637332766436e-17,17.726112259158764,12.917663318112089,2.4108186663832244e-15,-0.0
243,P4:94,6.2279189172437235,0.02170623720512774,9.883654237725013,7.715929557722318,0.08078693926766205,1.2422815501305013
244,P4:99,0.8064232454355457,0.12682486646722052,13.146566349897105,10.101616535928036,0.05126810625404314,0.07122751192968102
245,P5 gd:10,17.617713014505078,0.23573111046288764,7.579625109258857,5.429545352624977,0.12076031573267854,0.21010724538134004
246,P5 gd:276,21.1649065571134,0.32433014742665023,6.426759891569137,4.828690172449344,0.26269116148822985,0.16633909309483555
247,P5 gd:277,21.151387002334697,0.25434518006142953,6.779386250834835,5.0173550639263755,0.21673974999181478,0.1611374970642745
248,P5 gd:280,24.5026677527255,0.25405266049669706,6.342778673693316,4.799542683777282,0.2478366834003176,0.0787153109416455
249,P5 gd:344,18.648338007818886,0.21896958259640867,7.437949792050787,4.719873046348443,0.1266835649555184,0.19327650305297947
250,P5 gd:345,19.46799566349121,0.15823328815996612,7.715748238253853,5.042398436741529,0.043954884728635804,0.2803067436757548
251,P5 gd:347,20.010848515915274,0.19733085419949617,7.2123194879653,4.580446969145328,0.11478962685623278,0.1639842870681596
252,P5 gd:348,20.771455495969644,0.14409940471714408,7.5341926658312675,4.944276319824996,0.02955883525443546,0.24367654091271626
253,P5 gd:353,17.816746550752928,0.16899646881178418,7.7376297853640335,5.460100248372378,0.07588298895674775,0.20180070010651996
254,P5 gd:354,19.159606390266784,0.21396601185276448,7.252302359245653,5.247977965752189,0.1088918671835496,0.17635684678154134
255,P5 gd:355,19.327947559606574,0.16107263277424652,7.459840498247203,5.333677368577804,0.05811116795628856,0.16703779451768688
256,P5 gd:376,25.672337094919303,0.040175323107454655,6.414427265540533,4.477494649281268,0.23372175822242536,0.1175979373671719
257,P5 gd:377,27.771968995721767,0.11586103711568126,6.509889531934643,4.588503399604262,0.16880338108480925,0.11865398655436542
258,P5 gd:575,22.231911778411693,0.21429612176848567,6.6912501748278554,4.249627859041336,0.05504684983224438,0.22971081466136178
259,P5 gd:576,22.919946348158692,0.15273367595266332,7.007766543286622,4.5995047644796045,0.0014176837333167644,0.3288721176234879
260,P5 gd:579,25.881104308383275,0.14081167460802604,6.454304853952102,4.236704850009601,0.017462823516967985,0.3296437126328469
261,P5 gd:584,21.74103668066402,0.2176814138008089,6.90139247819501,4.959826798660465,0.03812763055062963,0.2665755963341489
262,P5 gd:585,21.959401971865095,0.15987591392809378,7.056487157074949,5.033459161254193,0.017968123615115045,0.27344655810159363
263,P5 NKT:187,1.775649813536707,1.908909575877416,11.316955190335673,8.904534290637928,0.7117257876089266,0.15288622553611297
264,P5 NKT:42,0.4802745702381952,1.1510525568638197,10.384640481142023,8.046390647207149,0.8161826610109104,0.42395485528627247
