,feature_name,nlog_p_0,nlog_p_1,nlog_p_2,nlog_p_3,nlog_p_4,nlog_p_5,Trait ID,Subset or Surface Protein,Full Subset Name,max_nlog_p
222,P4:5562,21.90882030999077,0.7647184671939598,8.571902532392551,6.443751317360569,0.0569293738427464,4.183005994739539,P4:5562,314+337+,56+16-/314+337+,8.571902532392551
101,P4:4565,20.995570359713284,1.2504053139656883,8.50886141877358,7.623852483985021,0.2852193131034743,4.708158496935776,P4:4565,334+337+158a-158b-R7-,56+16-/334+337+158a-158b-R7-,8.50886141877358
134,P4:4787,2.919334696145349,0.4796085956636347,8.45314295782035,6.510345103859479,0.0318749275196625,1.1884709384172991,P4:4787,314-334+337+158a-R7-,56+16-/314-334+337+158a-R7-,8.45314295782035
151,P4:4868,2.919334696145349,0.4796085956636347,8.45314295782035,6.510345103859479,0.0318749275196625,1.1884709384172991,P4:4868,314-334+337+R7-,56+16-/314-334+337+R7-,8.45314295782035
22,P1:20215,0.9993040118181252,0.1011519951528983,8.444073031051772,5.442443767518723,0.0924583496116605,0.1223971891648655,P1:20215,28-57+95-244-RA-,DPT/28-57+95-244-RA-,8.444073031051772
118,P4:4644,20.738309267652195,1.4019894221841152,8.436216270075908,6.907880210578826,0.2929127796470832,4.511618638092598,P4:4644,334+337+158b-R7-,56+16-/334+337+158b-R7-,8.436216270075908
176,P4:5248,19.95558013639429,1.2769253610189255,8.387776715031492,7.568823188668756,0.2877476172354005,4.557114712851747,P4:5248,CD2+314+334+337+158a-158b-,56+16-/CD2+314+334+337+158a-158b-,8.387776715031492
193,P4:5329,19.31858481237633,1.458606783801451,8.193079380991314,6.523299012707648,0.2821656883250099,4.318313628681636,P4:5329,CD2+314+334+337+158b-,56+16-/CD2+314+334+337+158b-,8.193079380991314
116,P4:4641,2.62080683692978,0.3494175458870678,8.0591354016663,6.164364767432652,0.0060714677277988,0.9899930335388396,P4:4641,314-334+337+158b-R7-,56+16-/314-334+337+158b-R7-,8.0591354016663
100,P4:4563,2.62080683692978,0.3494175458870678,8.0591354016663,6.164364767432652,0.0060714677277988,0.9899930335388396,P4:4563,314-334+337+158a-158b-R7-,56+16-/314-334+337+158a-158b-R7-,8.0591354016663
174,P4:5244,21.171960630894954,1.3836806732499962,8.007551804500057,7.339026713563107,0.2816464219091383,4.8654321841196415,P4:5244,334+337+158a-158b-,56+16-/334+337+158a-158b-,8.007551804500057
55,P2:21191,3.603404589209093,0.431264532179467,7.959050281006736,4.137809447312929,0.9527788875544564,0.5790100656152114,P2:21191,38-39+73-DR+RO-,DPT/38-39+73-DR+RO-,7.959050281006736
191,P4:5325,20.946001107825563,1.5431196058878194,7.941800048348099,6.675757522126274,0.2967678663073292,4.664504044638091,P4:5325,334+337+158b-,56+16-/334+337+158b-,7.941800048348099
253,P5 gd:353,17.816746550752928,0.1689964688117841,7.7376297853640335,5.460100248372378,0.0758829889567477,0.2018007001065199,P5 gd:353,27-28+RA-R5+R7-,CD3 T/VD1/27-28+RA-R5+R7-,7.7376297853640335
250,P5 gd:345,19.46799566349121,0.1582332881599661,7.715748238253853,5.042398436741529,0.0439548847286358,0.2803067436757548,P5 gd:345,27-RA-R5+R7-,CD3 T/VD1/27-RA-R5+R7-,7.715748238253853
136,P4:4790,24.71841630006534,0.6243806441065467,7.686547286983484,6.214244233607432,0.1034191196393682,4.92265777643436,P4:4790,334+337+158a-R7-,56+16-/334+337+158a-R7-,7.686547286983484
20,P1:20209,1.977314754955574,0.3163481500321603,7.638667196858162,4.217942796489252,0.0356153833638811,0.2124981842345183,P1:20209,31-57+95-244-RA-,DPT/31-57+95-244-RA-,7.638667196858162
52,P2:21112,1.7052881943226506,0.1077492745893057,7.599547463348794,3.464497231617272,0.0236041330600937,0.0490870887956612,P2:21112,25-39+73-127-DR+RO-,DPT/25-39+73-127-DR+RO-,7.599547463348794
138,P4:4794,23.510798050473657,0.2928049551136188,7.591511786646389,5.79077874331217,0.019474807976723,4.457350217237575,P4:4794,CD2+314+334+337+158a-R7-,56+16-/CD2+314+334+337+158a-R7-,7.591511786646389
245,P5 gd:10,17.617713014505078,0.2357311104628876,7.579625109258857,5.429545352624977,0.1207603157326785,0.21010724538134,P5 gd:10,8-27-28+RA-R5+R7-,CD3 T/VD1/8-27-28+RA-R5+R7-,7.579625109258857
252,P5 gd:348,20.771455495969644,0.144099404717144,7.5341926658312675,4.944276319824996,0.0295588352544354,0.2436765409127162,P5 gd:348,RA-R5+R7-,CD3 T/VD1/RA-R5+R7-,7.5341926658312675
61,P2:812,0.2313681175662653,0.3599920404107777,7.528975568672169,5.823740143668403,0.654593798971742,0.8880946974097726,P2:812,25+38-39+73-127-DR-PD1+RO-,DNT/25+38-39+73-127-DR-PD1+RO-,7.528975568672169
255,P5 gd:355,19.32794755960657,0.1610726327742465,7.459840498247203,5.333677368577804,0.0581111679562885,0.1670377945176868,P5 gd:355,28+RA-R5+R7-,CD3 T/VD1/28+RA-R5+R7-,7.459840498247203
249,P5 gd:344,18.64833800781889,0.2189695825964086,7.437949792050787,4.719873046348443,0.1266835649555184,0.1932765030529794,P5 gd:344,8-27-RA-R5+R7-,CD3 T/VD1/8-27-RA-R5+R7-,7.437949792050787
89,P4:4435,0.3896175128315975,0.2943048244223351,7.390721923222894,5.749290704959268,0.4919123989738101,0.3630260850718997,P4:4435,CD2-314+334+337+158b+R7+,16+56/CD2-314+334+337+158b+R7+,7.390721923222894
88,P4:4432,0.3896175128315975,0.2943048244223351,7.390721923222894,5.749290704959268,0.4919123989738101,0.3630260850718997,P4:4432,CD2-334+337+158b+R7+,16+56/CD2-334+337+158b+R7+,7.390721923222894
87,P4:4426,0.3896175128315975,0.2943048244223351,7.390721923222894,5.749290704959268,0.4919123989738101,0.3630260850718997,P4:4426,CD2-314+337+158b+R7+,16+56/CD2-314+337+158b+R7+,7.390721923222894
86,P4:4423,0.3896175128315975,0.2943048244223351,7.390721923222894,5.749290704959268,0.4919123989738101,0.3630260850718997,P4:4423,CD2-337+158b+R7+,16+56/CD2-337+158b+R7+,7.390721923222894
48,P1:53,3.1389799896962285,0.0093020166689183,7.318790059459702,5.813763220466753,0.5989541946814765,0.2157485590470788,P1:53,27+28-31+57-95+127-244+RA-,DPT/27+28-31+57-95+127-244+RA-,7.318790059459702
15,P1:19331,2.640404557337727,0.066397063706303,7.309749464959247,6.150399001535216,0.2519804300949883,0.1688900551660525,P1:19331,27+57+95-127-244+RA+,DNT/27+57+95-127-244+RA+,7.309749464959247
14,P1:19328,2.628357229349916,0.0713226807817043,7.26759286332865,6.131066146867619,0.2468896298127277,0.1488207270269106,P1:19328,27+28-57+95-127-244+RA+,DNT/27+28-57+95-127-244+RA+,7.26759286332865
254,P5 gd:354,19.159606390266784,0.2139660118527644,7.252302359245653,5.247977965752189,0.1088918671835496,0.1763568467815413,P5 gd:354,8-28+RA-R5+R7-,CD3 T/VD1/8-28+RA-R5+R7-,7.252302359245653
153,P4:4871,24.482786858947502,1.0929312270499003,7.236976750249698,5.061385725900507,0.1427015245598826,4.881626554809199,P4:4871,334+337+R7-,56+16-/334+337+R7-,7.236976750249698
32,P1:20787,3.19028942109226,0.0154962616035256,7.230875451647051,5.790346181279676,0.6038990932913556,0.2226633475905849,P1:20787,27+28-31+57-95+127-RA-,DPT/27+28-31+57-95+127-RA-,7.230875451647051
41,P1:21419,3.205532137389408,0.0049993552804926,7.229659376997376,5.780541656253622,0.6513934635352837,0.2384834683137919,P1:21419,27+28-31+57-127-244+RA-,DPT/27+28-31+57-127-244+RA-,7.229659376997376
251,P5 gd:347,20.010848515915274,0.1973308541994961,7.2123194879653,4.580446969145328,0.1147896268562327,0.1639842870681596,P5 gd:347,8-RA-R5+R7-,CD3 T/VD1/8-RA-R5+R7-,7.2123194879653
208,P4:5487,24.77861672048629,0.7017457356518114,7.203202684354022,5.959552172602801,0.0890783486167576,5.04846329218304,P4:5487,334+337+158a-,56+16-/334+337+158a-,7.203202684354022
31,P1:20706,3.2745282710089256,0.0292919210208839,7.138569533460946,5.754548127947203,0.661275427897775,0.2429974818427574,P1:20706,27+28-31+57-127-RA-,DPT/27+28-31+57-127-RA-,7.138569533460946
262,P5 gd:585,21.95940197186509,0.1598759139280937,7.056487157074949,5.033459161254193,0.017968123615115,0.2734465581015936,P5 gd:585,27-28+RA-R5+,CD3 T/VD1/27-28+RA-R5+,7.056487157074949
54,P2:21136,0.8694541936379041,0.1702445325574251,7.04567850997798,2.363861268971445,0.1657749875768535,0.3792625061122634,P2:21136,25-38-39+127-DR+RO-,DPT/25-38-39+127-DR+RO-,7.04567850997798
10,P1:18614,3.001215529223171,0.045032256816374,7.00952189215773,5.983428413223927,0.2242008597530306,0.1951003562658333,P1:18614,27+57+95-127-RA+,DNT/27+57+95-127-RA+,7.00952189215773
259,P5 gd:576,22.91994634815869,0.1527336759526633,7.007766543286622,4.5995047644796045,0.0014176837333167,0.3288721176234879,P5 gd:576,27-RA-R5+,CD3 T/VD1/27-RA-R5+,7.007766543286622
210,P4:5491,23.81235665754209,0.3676615042799067,6.980645838716366,5.464256771609984,0.0150101179439296,4.651342799006311,P4:5491,CD2+314+334+337+158a-,56+16-/CD2+314+334+337+158a-,6.980645838716366
9,P1:18611,2.7236468300610936,0.0692184468840835,6.979974788731146,5.913579936502921,0.2092193872546024,0.1387734297950177,P1:18611,27+28-57+95-127-RA+,DNT/27+28-57+95-127-RA+,6.979974788731146
56,P2:7344,4.076378804807573,0.2266031161313466,6.9684484484584335,5.290603390784626,0.0076022920994543,0.3352031570657028,P2:7344,38-39+73-127-DR-PD1-RO-,CD8/38-39+73-127-DR-PD1-RO-,6.9684484484584335
49,P2:194,3.87041531507668,0.2380236104458391,6.935866768720892,5.268721502057277,0.0001069991197432,0.3127307138472165,P2:194,25-38-39+73-127-DR-PD1-RO-,CD8/25-38-39+73-127-DR-PD1-RO-,6.935866768720892
261,P5 gd:584,21.74103668066402,0.2176814138008089,6.90139247819501,4.959826798660465,0.0381276305506296,0.2665755963341489,P5 gd:584,8-27-28+RA-R5+,CD3 T/VD1/8-27-28+RA-R5+,6.90139247819501
155,P4:4875,22.625802837397423,0.7869506370682382,6.834850543896969,4.24304005892538,0.0563461562362833,4.434283468004513,P4:4875,CD2+314+334+337+R7-,56+16-/CD2+314+334+337+R7-,6.834850543896969
226,P4:5568,24.69770537958168,1.1682587439871337,6.819908153925706,4.907519398381122,0.132897382174971,5.024886773145954,P4:5568,334+337+,56+16-/334+337+,6.819908153925706
58,P2:7560,3.8735921157390414,0.3546298600048618,6.792114997869982,5.191632434299754,0.0549616627092618,0.2208926913727283,P2:7560,38-39+73-127-PD1-RO-,CD8/38-39+73-127-PD1-RO-,6.792114997869982
57,P2:7559,3.616869650971633,0.3733887330632481,6.790909462306585,5.197580948434845,0.0474489949421091,0.2028407715635258,P2:7559,25-38-39+73-127-PD1-RO-,CD8/25-38-39+73-127-PD1-RO-,6.790909462306585
16,P1:19338,2.0757534025885067,0.0543096131107163,6.787161846330343,5.474454905349181,0.7896475642373634,0.013391241022903,P1:19338,27+31+57+95-127-244+RA+,DNT/27+31+57+95-127-244+RA+,6.787161846330343
247,P5 gd:277,21.151387002334697,0.2543451800614295,6.779386250834835,5.017355063926376,0.2167397499918147,0.1611374970642745,P5 gd:277,27-28+RA-R7-,CD3 T/VD1/27-28+RA-R7-,6.779386250834835
46,P1:371,2.722127530084214,0.1720573395071394,6.704885447246752,5.810196221594432,0.0512531918093642,0.3294062154167572,P1:371,27+28-31-57+95-127-244+RA+,DNT/27+28-31-57+95-127-244+RA+,6.704885447246752
258,P5 gd:575,22.231911778411693,0.2142961217684856,6.691250174827856,4.249627859041336,0.0550468498322443,0.2297108146613617,P5 gd:575,8-27-RA-R5+,CD3 T/VD1/8-27-RA-R5+,6.691250174827856
50,P2:21109,0.7642275864341691,0.1796825571102903,6.592451956450291,2.3250660979588225,0.2507336850873306,0.3971975890993015,P2:21109,25-38-39+73-127-DR+RO-,DPT/25-38-39+73-127-DR+RO-,6.592451956450291
6,P1:17217,2.564880460197948,0.1077896501290655,6.586888234418929,5.528503256472381,0.3500243805089879,0.1005645978637051,P1:17217,27+28-57+95-127-244+,DNT/27+28-57+95-127-244+,6.586888234418929
13,P1:19324,2.69857001833194,0.1645542046035333,6.582937488433744,5.720425943804033,0.0275759754039984,0.3245100350893986,P1:19324,27+31-57+95-127-244+RA+,DNT/27+31-57+95-127-244+RA+,6.582937488433744
12,P1:18623,2.557669405811165,0.0851158675829593,6.550279406315993,5.378204631437678,0.81321454971835,0.0152221767662659,P1:18623,27+31+57+95-127-RA+,DNT/27+31+57+95-127-RA+,6.550279406315993
7,P1:17220,2.6864374118416343,0.0964972861836401,6.536926851713519,5.476388134927007,0.3187516733586349,0.134952992403355,P1:17220,27+57+95-127-244+,DNT/27+57+95-127-244+,6.536926851713519
64,P3:395,0.8683633332325769,0.8829514346563189,6.515940213526904,5.660443586664012,0.159716898873674,0.0229584795764703,P3:395,161+PD1-R4+R6-R10-XR3-XR5+,CD8/Memory/161+PD1-R4+R6-R10-XR3-XR5+,6.515940213526904
53,P2:21113,2.444678889570276,0.0344939049038132,6.513568503232333,3.1212589706229403,0.2101154932770751,0.0191664120020189,P2:21113,39+73-127-DR+RO-,DPT/39+73-127-DR+RO-,6.513568503232333
47,P1:432,2.0138606786628395,0.0536596630094317,6.513068263399035,5.297876056353352,0.8488818643799874,0.0562431702977195,P1:432,27+28-31+57+95-127-244+RA+,DNT/27+28-31+57+95-127-244+RA+,6.513068263399035
257,P5 gd:377,27.771968995721767,0.1158610371156812,6.509889531934643,4.588503399604262,0.1688033810848092,0.1186539865543654,P5 gd:377,27-28+R5+R7-,CD3 T/VD1/27-28+R5+R7-,6.509889531934643
51,P2:21110,0.7716627105445336,0.0864138821630481,6.484868487874103,2.319413858283887,0.1944856183177519,0.3151036599509569,P2:21110,38-39+73-127-DR+RO-,DPT/38-39+73-127-DR+RO-,6.484868487874103
260,P5 gd:579,25.881104308383275,0.140811674608026,6.454304853952102,4.236704850009601,0.0174628235169679,0.3296437126328469,P5 gd:579,RA-R5+,CD3 T/VD1/RA-R5+,6.454304853952102
43,P1:25021,3.309942932018426,1.664730157231953,6.439271087138655,1.3509694473775655,0.3585588335610876,0.4471042015455902,P1:25021,27+28+31-57-95+127-RA+,DPT/27+28+31-57-95+127-RA+,6.439271087138655
103,P4:4567,20.82220994594734,1.2020999810545652,6.431718911042989,5.979240421496834,0.3081187822523535,4.533034156358962,P4:4567,314+334+337+158a-158b-R7-,56+16-/314+334+337+158a-158b-R7-,6.431718911042989
246,P5 gd:276,21.1649065571134,0.3243301474266502,6.426759891569137,4.828690172449344,0.2626911614882298,0.1663390930948355,P5 gd:276,8-27-28+RA-R7-,CD3 T/VD1/8-27-28+RA-R7-,6.426759891569137
256,P5 gd:376,25.672337094919303,0.0401753231074546,6.414427265540533,4.477494649281268,0.2337217582224253,0.1175979373671719,P5 gd:376,8-27-28+R5+R7-,CD3 T/VD1/8-27-28+R5+R7-,6.414427265540533
60,P2:8014,5.138552165295342,0.1963592523096021,6.395677740456366,4.887463487273703,0.022912585607993,0.4516463883655061,P2:8014,38-39+73-127-DR-RO-,CD8/38-39+73-127-DR-RO-,6.395677740456366
59,P2:8013,4.898317874787665,0.2094374783889438,6.38259076486711,4.879503569495824,0.0168584712912721,0.4238227615719324,P2:8013,25-38-39+73-127-DR-RO-,CD8/25-38-39+73-127-DR-RO-,6.38259076486711
120,P4:4647,20.525195308107715,1.358856556126525,6.37940596340037,5.315713038326993,0.3158566394844416,4.325161603948903,P4:4647,314+334+337+158b-R7-,56+16-/314+334+337+158b-R7-,6.37940596340037
4,P1:17208,2.769603671106593,0.1346267419969868,6.372570291766418,5.457182004997625,0.0234129838867244,0.3553959263914379,P1:17208,27+28-31-57+95-127-244+,DNT/27+28-31-57+95-127-244+,6.372570291766418
236,P4:779,17.751454523292733,6.366460076451014,0.2156389710895702,0.1480762114595545,0.2214345503921887,1.220179067517428,P4:779,CD2-334+337-158a+R7-,16+56-/CD2-334+337-158a+R7-,6.366460076451014
248,P5 gd:280,24.5026677527255,0.254052660496697,6.342778673693316,4.799542683777282,0.2478366834003176,0.0787153109416455,P5 gd:280,28+RA-R7-,CD3 T/VD1/28+RA-R7-,6.342778673693316
228,P4:5572,23.128906416365105,0.8660606308509561,6.339136246728129,4.062661502264044,0.0578010279574456,4.641002575829115,P4:5572,CD2+314+334+337+,56+16-/CD2+314+334+337+,6.339136246728129
8,P1:18602,2.845309230885542,0.1757206213675106,6.337637298751072,5.539166943974991,0.1026941172165061,0.3171390268565693,P1:18602,27+28-31-57+95-127-RA+,DNT/27+28-31-57+95-127-RA+,6.337637298751072
2,P1:16488,2.6677679316500598,0.1089948602455386,6.323000433778034,5.323911153699322,0.3068341031650733,0.095319069728664,P1:16488,27+28-57+95-127-,DNT/27+28-57+95-127-,6.323000433778034
11,P1:18620,2.024023298287848,0.0641405292431689,6.308066602496331,5.123369624277288,0.8585797466276087,0.0670022563807386,P1:18620,27+28-31+57+95-127-RA+,DNT/27+28-31+57+95-127-RA+,6.308066602496331
237,P4:806,18.05286612949373,6.306758377500813,0.2277889007253279,0.1389764100211533,0.1758414690582389,1.1728020021430974,P4:806,CD2-334+158a+R7-,16+56-/CD2-334+158a+R7-,6.306758377500813
1,P1:129,0.8274838075430768,1.0725408378901595,6.304754418230144,1.1181212434048753,0.1445951683359703,0.3416644548819312,P1:129,27+28+31-57-95+127-244+RA+,DPT/27+28+31-57-95+127-244+RA+,6.304754418230144
63,P3:272,0.5961473493395351,0.2315648801549392,6.274286131202368,3.5268068551899807,0.2171497460072473,0.9198307536967296,P3:272,161-PD1-R4+R6+R10+XR3-XR5+,CD4/Memory/161-PD1-R4+R6+R10+XR3-XR5+,6.274286131202368
79,P4:1476,17.53669293534359,6.258904837374373,0.2092080100034909,0.1371272187792166,0.2564695450951194,1.172332215810196,P4:1476,CD2-334+337-158a+,16+56-/CD2-334+337-158a+,6.258904837374373
5,P1:17211,2.7525552055838878,0.1359039181041093,6.249606185788493,5.373968172866064,0.0454801195357234,0.3479108459309906,P1:17211,27+31-57+95-127-244+,DNT/27+31-57+95-127-244+,6.249606185788493
3,P1:16491,3.074533254648311,0.0760729449696586,6.242423573376036,5.301156003918648,0.2725679299018747,0.1720427430804275,P1:16491,27+57+95-127-,DNT/27+57+95-127-,6.242423573376036
62,P3:2114,0.7629294192210999,0.2645749972541182,6.234565734599904,3.348126800179824,0.1658665744010933,0.9457627014706632,P3:2114,161-R4+R6+R10+XR3-XR5+,CD4/Memory/161-R4+R6+R10+XR3-XR5+,6.234565734599904
42,P1:21727,3.7925271021610665,0.1386420198690984,6.22711790133202,5.156240467470271,0.753210792017369,0.1849818401511846,P1:21727,27+28-31+57-95+244+RA-,DPT/27+28-31+57-95+244+RA-,6.22711790133202
44,P1:25653,0.8994647223793668,1.0636034793392906,6.212366518264206,1.079816262067254,0.1300368483767338,0.3235596401026005,P1:25653,27+28+31-57-127-244+RA+,DPT/27+28+31-57-127-244+RA+,6.212366518264206
